id,question_text,option_a,option_b,option_c,option_d,has_image,image_urls,source_url
321,"Aşağıdaki temel değerlerden hangisini içselleştirmiş bir sürücü, trafikte kendinden çok başkalarını düşünür ve başkalarının iyiliği için fedakârlık yapar?","Bencillik","Diğergamlık","Nezaketsizlik","Hoşgörüsüzlük",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
322,"Aşağıdakilerden hangisi geçiş üstünlüğüne sahip araçlardandır?","Zırhlı taşıt","Kamu hizmeti taşıtı","Organ nakil araçları","Umum servis araçları",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
323,"Bayılan kazazedeye aşağıdaki ilk yardım uygulamalarından hangisi yapılır?","Duyu organları uyarılır.","Vücut sıcaklığı düşürülür.","Bekerli, soğuk içecek verilir.","Hastahaneye götürülür.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
324,"Aracın elektrik devresinde, akım yüksek olduğunda eriyerek güvenliği sağlayan parça aşağıdakilerden hangisidir?","Akü","Platin","Sigorta","Alternatör",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
325,"Yaya yolu bulunmayan kara yollarında, yayaların aşağıdakilerden hangisinde yürümesi zorunludur?","Trafiğin yoğun olmadığı şeritte","Gidiş yönüne göre sağ bankette","Gidiş yönüne göre sol bankette","Taşıt yolunun en sağındaki şeritte",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
326,"Aracın hararet göstergesi çalışmıyorsa aşağıdakilerden hangisi meydana gelmiş olabilir?","Vantilatör kayışı gevşektir.","Vantilatör kayışı kopmuştur.","Hararet müşürü arızalıdır.","Su pompası arızalıdır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
327,"Aşağıdakilerden hangisi zehirlenmenin genel belirtilerinden değildir?","Baş ağrısı","İştah artması","Solunum zorluğu","Hâlsizlik, kendinden geçme",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
328,"Alkol en çok beyin hücrelerini etkilemekte ve merkezi sinir sisteminde olumsuz etki yapmaktadır. Buna göre aşağıdakilerden hangisi bu durumun sonuçlarındandır?","Karar verme ve kendini kontrol edebilme yeteneğinin azalması","Yollarda tehdit unsuru oluşumunun azalması","Kaza yapma riskinin azalması","Sürüş yeteneğinin artması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
329,"Aşağıdaki durumların hangisinde kazazedenin bacaklarının 30 cm yukarı kaldırılması doğru bir ilk yardım uygulamasıdır?","Şok durumu","Beyin kanaması","Ayak bölgesinden yılan sokması","Akciğer zedelenmesi ve kanaması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
330,"Şekildeki araçlardan hangileri beklemelidir?","Yalnız 1","Yalnız 2","1 ve 3","2 ve 4",TRUE,"/images/sorular/2kasim2013ehliyetsorulari/soru21.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
331,"Verilenlerden hangileri motorun hararet yapma sebebidir?","Yalnız I","I ve II","II ve III","I, II ve III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
332,"Motor çalışır durumda iken aracın gösterge panelinde yağ basıncı ikaz ışığı yanıyorsa aşağıdakilerden hangisi yapılır?","Motor devri düşürülür.","Motor devri yükseltilir.","Motor hemen durdurulur.","Motor rölantide çalıştırılır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
333,"Şekildeki trafik işareti aşağıdakilerden hangisine yaklaşıldığını bildirir?","Demir yolu alt geçidine","Demir yolu üst geçidine","Kontrollü demir yolu geçidine","Kontrolsüz demir yolu geçidine",TRUE,"/images/10sinav10/soru37.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
334,"Aşağıdakilerden hangisi, aracın hızı arttıkça meydana gelebilecek tehlikeli durumlardandır?","Fren mesafesinin artması","Güvenli sürüşün sağlanması","Aracın kontrol edilebilirliğinin artması","Engelle karşılaşıldığında, doğru noktada durulması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
335,"Vites kutusu bakımında aşağıdakilerden hangisi kontrol edilir?","Yağ kaçağı","Asit kaçağı","Antifriz kaçağı","Elektrolit kaçağı",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
336,"Aşağıdakilerden hangisi silindir bloğunun görevidir?","Şafta hareket vermek","Rotlara hareket vermek","Pistonlara yataklık yapmak","Vites dişlilerine yataklık yapmak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
337,"İlk yardımcı, kazazedenin sağlık kuruluşuna sevkini sağlamak için aşağıdaki telefon numaralarından hangisini arar?","110","112","177","185",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
338,"Haritaların üst kenar çizgisi hangi ana yönü gösterir?","Batı","Doğu","Kuzey","Güney",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
339,"Çeken ve çekilen araçlarla ilgili olarak aşağıdakilerden hangisinin yapılması yasaktır?","Kamyon ile kamyoneti çekmek","Çeken ve çekilen araçta yük veya yolcu taşımak","Freni bozuk aracı çeki demiriyle çekmek","Kurtarıcı olmayan araçlarla çekmek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
340,"İnsan vücudunda bulunan damarlarla ilgili olarak verilen bilgilerden hangisi yanlıştır?","Atardamarda kan basıncı toplar damara göre daha azdır.","Toplardamarlar genel de cilde yani yüzeye yakındır.","Kılcal damarlardaki kanama hayati tehlike arz etmez.","Toplardamar kanamalarında kan koyu renkli olur.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
341,"Aşağıdakilerden hangisi ilk yardımın öncelikli amaçlarındandır?","Trafikteki kaza sayısını azaltmak","Sağlık personelinin mesleki başarısını artırmak","İnsanları zararlı alışkanlıklarından uzaklaştırmak","Yaşamsal fonksiyonların sürdürülmesini sağlamak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
342,"Düz yolda normal hızla seyrederken, araç bir tarafa çekme yapıyorsa sebebi aşağıdakilerden hangisi olabilir?","Motorun yağ yakması","Hava filtresinin kirli olması","Aracın yükünün fazla olması","Ön lastiklerin hava basıncının eşit olmaması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
343,"Aksine bir işaret bulunmadıkça yerleşim yeri içindeki kara yollarında, lastik tekerlekli traktörler için azami hız saatte kaç kilometredir?","10","20","30","40",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
344,"""Tatlı dil yılanı deliğinden çıkarır."" Atasözü ile Trafik adabında hangi yaklaşımı destekler?","Öfke","İhtiras","Entrika","Konuşma Üslubu",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
345,"Aşağıdakilerden hangisi ateşleme sisteminin görevidir?","Aküyü şarj etmek","Motoru soğutmak","Motorun hareketli parçalarını yağlamak","Silindirdeki yakıt-hava karışımını ateşlemek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
346,"Aşağıdakilerin ışıksız bir kavşakta karşılaşmaları hâlinde ilk geçiş hakkını hangisi kullanmalıdır?
I. İtfaiye
II. Sivil Savunma aracı
III.Özel izinle karayoluna çıkmış araç
IV. Doğru geçecek araç","I","II","III","IV",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
347,"Şekildeki kara yolu bölümünde görülen kesik çizginin anlamı nedir?","Şerit değiştirmek yasaktır.","Öndeki aracı geçmek yasaktır.","Kurallara uygun olarak öndeki araç geçilebilir.","Taşıt yolu, bölünmüş yol durumuna gelmiştir.",TRUE,"/images/sorular/10ocak2015ehliyetsorulari/soru29.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
348,"Aşağıdakilerden hangisi araçta fazla yakıt tüketimine sebep olur?","Bujilerin yeni olması","Yakıt borularının uzun olması","Depodaki yakıt seviyesinin düşmesi","Tavsiye edilmeyen araç lastiği kullanılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
349,"Aşağıdakilerden hangisi köprü yaklaşımını (sağ, sol) gösteren işarettir?","","","","",TRUE,"/images/10sinav13/soru68a.gif;/images/10sinav13/soru68b.gif;/images/10sinav13/soru68c.gif;/images/10sinav13/soru68d.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
350,"Kara yollarında hareket halinde bulunan her araç çıkardığı gürültü, egzoz gazı, yağ ve yakıt sızıntısı ile çevreyi kirletici bir faktördür. Buna göre aşağıdakilerden hangisinin yapılması, araçların çevre üzerindeki olumsuz etkisini en aza indirir?","Bakım sırasında çıkan eski parça ve malzemelerin çevreye bilinçsizce bırakılması","Araç bakımlarının zamanında ve tam olarak yaptırılmasına özen gösterilmesi","Uzun süreli duraklama ve park sırasında motorun çalışır hâlde tutulması","Araca gereğinden fazla yük yüklenmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
351,"Şekle göre, hangi numaralı araç sürücüsünün yaptığı, öndeki aracı geçme kuralına aykırıdır?","1","2","3","4",TRUE,"/images/10sinav10/soru56.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
352,"Şekildeki kavşakta; ileriye yeşil, sola kırmızı ve sağa yeşil oklu ışık yanmaktadır.
Buna göre hangi numaralı şeritteki araçlar yollarına devam edebilir?","Yalnız 2","1 ve 2","1 ve 3","2 ve 3",TRUE,"/images/atemmuz2017/15.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
353,"Trafik görevlisinin geceleyin ışıklı işaret çubuğunu şekildeki gibi hareket ettirmesinin sürücüler için anlamı nedir?","Geç işareti","Dur işareti","Yavaşlatma işareti","Hızlandırma işareti",TRUE,"/images/sorular/12temmuz2014ehliyetsorulari/soru17.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
354,"Aşağıdakilerden hangisi olası bir trafik kazasında araç içindeki ölüm ve yaralanmaların en aza indirilmesi amacıyla alınan önlemlerdendir?","Seyir hâlindeyken emniyet kemerinin kullanılması","Araca daha geniş ebatta lastikler taktırılması","Motor gücü yüksek araç kullanılması","Trafik cezalarının fazlalaştırılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
355,"Motor yağ seviyesinin tavsiye edilenden az veya çok olması aşağıdakilerden hangisine neden olur?","El freninin daha iyi tutmasına","Motor parçalarının zarar görmesine","Egzoz susturucusunun delinmesine","Lastik hava basınçlarının düşmesine",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-18.html"
356,"a yazılıp kazazedenin üzerine asılması<br>III. Uzvun koptuğu bölgeye en yakın ve deri bütünlüğü bozulmamış olan yere uygulanması</p><p><strong>Verilenlerden hangileri turnike uygulamasında dikkat edilecek hususlardandır?</strong>","Yalnız I","I ve II","II ve III","I, II ve III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
357,"<strong>Şekildeki trafik işaretini gören sürücü ne yapmalıdır?</strong>","Yolun kayganlığını kontrol etmelidir.","Hızını azaltmalıdır.","Geriye dönmelidir.","Hızını artırmalıdır.",TRUE,"/images/10sinav12/soru36.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
358,"I- Arkadan çarpma</p><p>II- Kırmızı ışıkta geçme</p><p>III- Kavşaklarda geçiş önceliğine uymama</p><p><strong>Yukarıdakilerden hangileri trafik kazalarında asli kusur sayılır?</strong>","I - II","I - III","II - III","I - II - III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
359,"• Gözlerini açık tutmakta zorlanıyorsa<br>• Dalıyor ya da dikkatini toplayamıyorsa</p><p><strong>Araç kullanırken yukarıda verilen belirtilerin sürücüde sezilmesi halinde aşağıdakilerden hangisi yapılmalıdır?</strong>","Mola verilmeli","Yola devam edilmeli","Gözler ovuşturulmalı","Baş dik tutmaya çalışılmalı",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
360,"<strong>İlk yardımcı, kalça veya alt taraf kemiklerinde kırık olan kazazedeye tespit işlemi yaparken hangisine dikkat etmelidir?</strong>","Bacaklar arasına yerleştirilecek destek malzemelerinin sert olmasına","Açık kırık oluşmuş ise yaranın temiz bir bezle kapatılmasına","Şerit sargıların kırık bölgenin üzerine gelecek şekilde bağlanmasına","Yaralının oturur pozisyonda olmasına",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
361,"<strong>Yaralanmaya bağlı meydana gelen dış kanamada ilk yardım olarak aşağıdakilerden hangisinin yapılması sakıncalıdır?</strong>","Kanama bölgesine kan taşıyan ana damarlara baskı uygulanması","Kanayan yer üzerine temiz bir bezle bastırılması","Bölgenin kalp seviyesinden yukarıda tutulması","Yara bölgesine sıcak uygulama yapılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
362,"<strong>Kalp, vücudumuzda bulunan hangi sisteme ait bir organdır?</strong>","Solunum sistemi","Sindirim sistemi","Sinir sistemi","Dolaşım sistemi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
363,"<strong>Buji kablolarından biri çıkmış ise motor nasıl çalışır?</strong>","Çalışmaz","Sarsıntılı","Sarsıntısız","Yüksek rölantide",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
364,"<strong>Araç hareket hâlinde iken ayağın debriyaj (kavrama) pedalının üzerinde devamlı durması hâlinde aşağıdakilerden hangisi olur?</strong>","Araç daha hızlı gider.","Lâstikler aşınır.","Debriyaj (kavrama) balatası aşınır.","Vites kutusu (şanzıman) aşınır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
365,"<strong>Kontrolsüz kavşaklarda aşağıdakilerden hangisinin yapılması doğrudur?</strong>","Şerit değiştirilmesi","Öndeki aracın geçilmesi","Aracın hızının artırılması","Geçiş hakkı kuralına uyulması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
366,"<strong>Araçtaki ilk yardım çantasında bulundurulması gereken malzemelerin miktarı neye göre belirlenir?</strong>","Sürücünün isteğine","Mevsim ve yol durumuna","Sürücü ve yolcuların sağlık durumlarına","Aracın tipi ve içinde bulunacak kişi sayısına",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
367,"<strong>Park hâlindeki araca çarpan sürücünün aşağıdakilerden hangisini yapması yanlıştır?</strong>","Aracın sahibini bulamaz ise yazılı bilgi bırakması","Zarar fazla değilse olay yerinden uzaklaşması","Zarar verdiği aracın sahibini bulması","Trafik görevlisine haber vermesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
368,"<strong>Şekildeki gibi yeterince aydınlatılmamış tünele giriş yapan aracın sürücüsü, aşağıdakilerden hangisini yapmak zorundadır?</strong>","Duraklamak","Araç içi ışıkları yakmak","","",TRUE,"/images/sorular/deneme/soru34.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
369,"Aşağıdakilerden hangisinde 1 numaralı taşıt sürücüsünün yaptığı asli (esas) kusurlu hâllerden sayılır?","","","","",TRUE,"/images/10sinav9/soru77a.gif;/images/10sinav9/soru77b.gif;/images/10sinav9/soru77c.gif;/images/10sinav9/soru77d.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
370,"Son değişikliklerle birlikte denetim ve kontroller sırasında, araç muayene süresini (sahip değiştirme hâli hariç) geçirdikleri tespit edilenlere aşağıdakilerden hangisi uygulanmaz?","Para cezası verilir.","Araçları trafikten men edilir.","Muayene yaptırmaları için ek-33 belgesi düzenlenerek ek süre verilir.","3 aydan az olmamak şartıyla hafif hapisle cezalandırılır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
371,"• Park probleminin artması
• Çevrenin bozulması ve kirlilik
• Yakıt tüketiminin artması ve israf
• Aracın yıpranması ve ömrünün azalması
• Trafiğin yoğunlaşması ve trafik kargaşası

Verilen sorunlara aşağıdakilerden hangisi daha fazla yol açar?","Trafiğin yoğun olmadığı saatlerde trafiğe çıkılması","Özel araçların zaruri olmayan durumlarda kullanılması","Aynı istikamete giden kişilerle aracın müşterek kullanılması","Mümkün olduğunca toplu taşıma araçlarının tercih edilmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
372,"I. Öz eleştiri yapabilmek
II. Risk almaya meyilli olmak
III. Trafikte diğer araç sürücülerini taciz etmek
IV. Hata yapan sürücüleri uygun bir dille uyarmak

Yukarıdakilerden hangileri güvenli sürüşü olumsuz yönde etkileyen kişilik özelliklerindendir?","I ve IV.","II ve III.","I, II ve III.","II, III ve IV.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
373,"Seyir hâlindeyken araçtan yanık kablo kokusu alınırsa aşağıdakilerden hangisi yapılır?","Yakıt seviyesi kontrol edilir.","Önemsenmez, devam edilir.","Lastiklerin hava basıncı kontrol edilir.","Durulur, kontak kapatılır ve akü bağlantısı çıkartılır.",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
374,"Hangisi trafik kaza oranını etkileyen etmenlerden biri değildir?","Aracın yük durumu","Kural ihlalleri","Araç bakımları","Aracın beygir gücü",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
375,"Bir kavşakta, trafik zabıtası ile birlikte aynı zamanda ışıklı trafik cihazı da bulunuyor ise bu durumda sürücüler öncelikle hangisine uymak zorundadır?","Yer ve yön denetlemelerine","Trafik zabıtasına","Işıklı trafik cihazına","Trafik işaret levhalarına",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
376,"Aşağıdakilerden hangisi dış kanamalarda yapılan hatalı ilk yardım uygulamalarındandır?","Kanayan bölgeyi aşağıya indirmek","Kanayan yer üzerine temiz bir bezle bastırmak","Uzuv kopması varsa boğucu sargı (turnike) uygulamak","Kanayan yere en yakın basınç noktasına baskı uygulamak",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
377,"Suçun işlendiği tarihten itibaren geriye doğru 5 yıl içinde; 0,50 promilin üzerinde alkollü olduğu ikinci defa tespit edilen sürücünün, sürücü belgesi ne kadar süre ile geri alınır?","30 gün","3 ay","6 ay","2 yıl",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
378,"Kara yolunda karşı yönden gelen sürücülerin gözlerini kamaştırmamak için hangi ışıkların yakılması zorunludur?","Park ışıklarının","Acil uyarı ışıklarının","Uzağı gösteren ışıkların","Yakını gösteren ışıkların",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
379,"Aşağıdakilerden hangisi motorun tam güç verecek şekilde çalışma sıcaklığında kalmasını sağlar?","Soğutma sistemi","Ateşleme sistemi","Aydınlatma sistemi","Göstergeler sistemi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
380,"Benzinli bir motorda buji hangi zamanın sonunda ateşleme yapar?","İş","Egzoz","Emme","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
381,"Yaralı taşımada kullanılan ""teskereci yöntemi""nin uygulanış biçimi hangisinde gösterilmiştir?","","","","",TRUE,"/images/animasyonlu_sorular/11_a.JPG;/images/animasyonlu_sorular/11_b.JPG;/images/animasyonlu_sorular/11_c.JPG;/images/animasyonlu_sorular/11_d.JPG","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
382,"I.Motor yağ seviye çubuğu çekilip temizlenmeli
II.Motor yağ çubuğu tekrar yerine daldırılıp çekilip kontrol edilmeli
III.Düz bir zeminde durulup motor kaputu açılmalı
IV.Yağ miktarının max-min seviyesi arasında olduğu görülmeli
Motor yağı kontrolü yapılırken yapılması gerekenlerin doğru sıralanışı hangisidir?","I, II, III ve IV","II, I, IV ve III","III, I, IV ve II","III, I, II ve IV",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
383,"Aşağıdakilerden hangisi süspansiyon sisteminin görevlerindendir?","Sürüş konforunu azaltmak","Aracı yavaşlatmak ve durdurmak","Aracı istenilen istikamete yönlendirmek","Yolun yapısından kaynaklanan titreşimleri sönümlemek",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
384,"B sınıfı sürücü belgesi olan sürücü, aşağıdakilerden hangisini sürebilir?","Otobüs","Kamyon","Motosiklet","Lastik tekerlekli traktör",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
385,"Aşağıdakilerden hangisi, araçlarda olası bir kaza anında ölüm ve yaralanmaların en aza indirilmesi amacıyla alınan önlemlerdendir?","Koyu renk giysiler giyilmesi","Aracın kapılarının açık tutulması","Trafikteki motorlu araç sayısının artırılması","Seyir halinde iken emniyet kemeri kullanılması",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
386,"Akünün araç üzerinden sökülmesi sırasında önce hangi kabloyu sökmek gerekir?","Artı (+) kutba bağlı olan kabloyu","Eksi (-) kutba bağlı olan kabloyu","Marş kablosunu","Şarj kablosunu",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
387,"Taşıtlardaki emniyet kemerinin kullanılması konusunda Cem, Gülnur ve Alper aşağıdaki gibi düşünmektedirler.
Buna göre hangisinin düşüncesi doğrudur?","Cem’in","Gülnur’un","Alper’in","Cem ve Gülnur’un",TRUE,"/images/10sinav12/soru69.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
388,"Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?","Yolda gizli buzlanma olabileceğini","Kaza sebebiyle yolun trafiğe kapatıldığını","Düşük banketli yol kesimine yaklaşıldığını","Yolda yapım, bakım veya onarım çalışması olduğunu",TRUE,"/images/sorular/18ekim2014ehliyetsorulari/soru19.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
389,"Aşağıdakilerden hangisi kazalara ait bir özelliktir?","Doğal olaylardan olma","Genellikle çevreyi etkileme","Önceden tahmin edilebilme","Önlemlere bağlı olarak azalabilme",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
390,"Bir trafik kazasında ilk yardım uygulamalarına ilk olarak nerede başlanmalıdır?","Hastanede","Olay yerinde","Ambulans içinde","Sağlık merkezinde",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
391,"Şekilde iki yönlü ve üç şeritli kara yolu bölümünde seyreden araçlar görülmektedir.Yol çizgilerine göre hangi numaralı araç sürücüleri hatalı sollama yapmaktadır?","Yalnız 3","1 ve 2","2 ve 3","1, 2 ve 3",TRUE,"/images/23araliksorulari/25.png","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
392,"Omuz ve koldaki kanamalarda, şekilde gösterilen hangi bölgeye basınç uygulanmalıdır?","Kasık bölgesine","Şakak bölgesine","Çene altı bölgesine","Köprücük kemiğinin iç kısmına",TRUE,"/images/sorular/8mart2014ehliyetsorulari/soru7.jpg","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
393,"Aşağıdakilerden hangisi bütün yasaklama ve kısıtlamaların sona erdiğini bildirir?","","","","",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
394,"Aracın farlarından biri sönük yanıyorsa sebebi aşağıdakilerden hangisi olabilir?","Akünün boşalması","Akü kablo bağlantılarının gevşemesi","Marş kablo bağlantılarının gevşemesi","Far kablo bağlantılarının oksitlenmesi",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
395,"Aracın gösterge panelinde aşağıdaki ikaz ışıklarından hangisinin yanıyor olması, araç yakıtının bitmek üzere olduğunu bildirir?","","","","",TRUE,"/images/10sinav6/soru90a.gif;/images/10sinav6/soru90b.gif;/images/10sinav6/soru90c.gif;/images/10sinav6/soru90d.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
396,"Videoya göre, kırmızı otomobil sürücüsü numaralanmış hatalardan hangilerini yapmaktadır?","I ve II","I ve III","II ve III","I, II ve III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
397,"Duraklanan ve park edilen yerden çıkılırken sürücülerin yukarıdakilerden hangilerini yapmaları zorunludur?","I - II","I - III","II - III","I - II - III",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
398,"Öndeki araç yol kenarına park etmeye çalışırken arkadan gelen diğer aracın onu beklemesi durumu, trafikte hangi temel değere sahip olunduğunu gösterir?","Öfke","Sabır","İnatlaşma","Aşırı tepki",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
399,"Tabloya göre ilk yardımcının, numaralanmış kazazedelerin kırık durumlarına göre uyguladığı tespit işlemleri doğru (D), yanlış (Y) olarak değerlendirildiğinde sıralama hangisi olur?","I- Y II - D III - Y","I- Y II - D III - D","I- D II - D III - Y","I- D II - Y III - Y",TRUE,"/images/animasyonlu_sorular/7.JPG","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
400,"Holger-Nielsen (sırttan bastırma, dirsekten kaldırma) metodu ile suni solunum uygulamasında sırttan basınç yapılması kazazedede aşağıdakilerden hangisini sağlar?","Bilinç kaybının düzelmesini","Kalbin çalışmasını","Nefes vermesini","Nefes almasını",FALSE,"","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
401,"Aksine bir işaret yoksa, şekildeki araç için “otoyollarda” azami hız sınırı saatte kaç kilometredir?","110","120","130","140",TRUE,"/images/10sinav10/soru52.gif","https://ehliyetsinavihazirlik.com/index.php/e-sinavlar-haziran-sorulari-5.html"
